Subject,Type,Total Household Gifts Currency,Total Household Gifts,Due Date,Activity ID,Contact ID
Email: Re: 170403 - Kids Camp 2017 - Registration,1 Email,HKD,107000,2/22/2017,00T9000003SPhHv,0039000001sgwhC
Email: Fwd: 170403 - KIDS CAMP 2017 - Expense Report,1 Email,HKD,107000,3/6/2017,00T9000003Tp1ZV,0039000001sgwhC
Email: Fwd: 170403 - Kids Camp 2017 - Registration,1 Email,HKD,107000,2/13/2017,00T9000003RMvhy,0039000001sgwhC
Email: Fwd: 170403 - KIDS CAMP 2017 - Eticket,1 Email,HKD,107000,3/28/2017,00T9000003WqpOZ,0039000001sgwhC
Email: ICM - FOHKC Receipt 2016 Q2,1 Email,HKD,107000,8/18/2016,00T90000032Ibgi,0039000001sgwhC
Email: ICM - FOHKC Check acknowledgement,1 Email,HKD,107000,9/19/2016,00T90000038UpPX,0039000001sgwhC
? Email: Re: ICM's Family Academy 2017-2018,1 Email,HKD,0,3/8/2017,00T9000003Tqm7R,0039000000tB98e
? Email: Re: Jumpstart Kindergarten Visit and payment,1 Email,HKD,0,6/6/2016,00T9000002pW5bJ,0039000000tB98e
? Email: Re: Jumpstart Kindergarten Visit and payment,1 Email,HKD,0,6/1/2016,00T9000002pUK88,0039000000tB98e
? Email: Re: ICM Banquet Details,1 Email,HKD,37500,10/19/2016,00T9000003DdScM,0039000001j0YyH
? Email: Re: ICM Banquet Details,1 Email,HKD,37500,10/26/2016,00T9000003DggyP,0039000001j0YyH
TF Update and Banquet Table,4 Meeting,HKD,37500,6/23/2016,00T9000002t7d6Z,0039000001j0YyH
? Email: Thanks for lunch,1 Email,HKD,37500,6/28/2016,00T9000002tAwO5,0039000001j0YyH
? Email: HK Banquet,1 Email,HKD,37500,8/16/2016,00T90000032Hheg,0039000001j0YyH
? Email: Prayer Night Invitation,1 Email,HKD,37500,1/10/2017,00T9000003N8I1e,0039000001j0YyH
? Email: Lorenz' Story + Banquet Update,1 Email,HKD,37500,8/31/2016,00T90000034CGPP,0039000001j0YyH
? Email: ICM Banquet To Dos. ;),1 Email,HKD,37500,9/22/2016,00T9000003118WS,0039000001j0YyH
? Email: Banquet Reminders,1 Email,HKD,37500,10/11/2016,00T9000003Bp9g9,0039000001j0YyH
? Email: ICM Banquet Details,1 Email,HKD,37500,10/17/2016,00T9000003BraV6,0039000001j0YyH
? Email: ICM Hong Kong Banquet 2016 Invoice,1 Email,HKD,37500,8/24/2016,00T900000349u3u,0039000001j0YyH
? Email: ICM Hong Kong Banquet 2016 Invoice,1 Email,HKD,37500,8/24/2016,00T900000349u3B,0039000001j0YyH
Email: ICM Hong Kong Banquet 2016 Registration,1 Email,HKD,37500,8/24/2016,00T900000349u4x,0039000001j0YyH
? Email: Prayer Night Invitation,1 Email,HKD,821148.05,1/10/2017,00T9000003N8I1e,0039000001j0YvI
? Email: Fwd: Contact info of Joe Walsh | Ram Mallari in Art Kaohsiung 2016,1 Email,HKD,821148.05,12/8/2016,00T9000003JAWdt,0039000001j0YvI
? Email: Ram Mallari Exhibit Invite,1 Email,HKD,821148.05,12/8/2016,00T9000003JAWeD,0039000001j0YvI
Business Update,4 Meeting,HKD,821148.05,1/17/2017,00T9000003P0xdp,0039000001j0YvI
Email: ICM Sydney Dinner Auction preview,1 Email,HKD,821148.05,6/1/2016,00T9000002pUfC4,0039000001j0YvI
Discuss Francis,4 Meeting,HKD,75000,6/10/2016,00T9000002tAZrU,0039000000LmCzR
Email: Thank you - please save the date for October 24th,1 Email,HKD,75000,9/20/2016,00T90000038VJOU,0039000000LmCzR
? Email: Re: Appointment for week of 19th,1 Email,HKD,75000,9/20/2016,00T90000038VGBT,0039000000LmCzR
Meeting with Francis Law,4 Meeting,HKD,75000,9/20/2016,00T90000038VItv,0039000000LmCzR
? Email: Surgical Mission in Dipolog,1 Email,HKD,75000,2/7/2017,00T9000003QUuhD,0039000000LmCzR
? Email: Introducing Jess,1 Email,HKD,75000,5/12/2017,00T9000003blbUT,0039000000LmCzR
? Email: Re: Kids Club Family Experience,1 Email,HKD,75000,11/30/2016,00T9000003HYFl9,0039000000LmCzR
? Email: Kids Club Family Experience,1 Email,HKD,75000,11/30/2016,00T9000003HYEE5,0039000000LmCzR
Email: Re:,1 Email,HKD,75000,7/14/2016,00T9000002wWjUp,0039000000LmCzR
New proposal for Francis Law,3 Call,HKD,75000,7/22/2016,00T9000002yTXqL,0039000000LmCzR
Send proposal to William,1 Email,HKD,75000,7/26/2016,00T9000002yTXqK,0039000000LmCzR
? Email: Proposal for Francis Law,1 Email,HKD,75000,7/27/2016,00T9000002yUVfN,0039000000LmCzR
Email: Proposal for Francis Law,1 Email,HKD,75000,7/27/2016,00T9000002yUVgM,0039000000LmCzR
Follow up on proposal,3 Call,HKD,75000,7/29/2016,00T9000002yUx7b,0039000000LmCzR
Email: ICM Second Day Summit (Sep 6-7 2016) - Invitation to Resource Partners,1 Email,HKD,75000,8/2/2016,00T90000030L9t2,0039000000LmCzR
Meeting with Ramon Pascual,4 Meeting,HKD,75000,4/24/2017,00T9000003ZChVN,0039000000LmCzR
"? Email: Re: Children camp, easter",1 Email,HKD,75000,6/13/2016,00T9000002rFs5L,0039000000LmCzR
"Email: Re: Children camp, easter",1 Email,HKD,75000,6/13/2016,00T9000002rFs5Q,0039000000LmCzR
Send Kids Camp details,1 Email,HKD,75000,6/13/2016,00T9000002rHldg,0039000000LmCzR
Send parenting discussion points,1 Email,HKD,75000,6/17/2016,00T9000002rHldf,0039000000LmCzR
Discuss Francis Law,4 Meeting,HKD,75000,6/10/2016,00T9000002rHlc8,0039000000LmCzR
Follow up on Law meeting,3 Call,HKD,75000,8/23/2016,00T900000349UOp,0039000000LmCzR
? Email: Fwd: Effects of transform and effects of Second Day,1 Email,HKD,75000,9/9/2016,00T90000036Y1lL,0039000000LmCzR
Prep for Law meeting,3 Call,HKD,75000,9/19/2016,00T90000038Ua83,0039000000LmCzR
? Email: ICM Banquet - Oct 24,1 Email,HKD,75000,9/29/2016,00T9000003AGYsR,0039000000LmCzR
Catch up,4 Meeting,HKD,75000,1/5/2017,00T9000003QWGz4,0039000000LmCzR
? Email: Thank you,1 Email,HKD,75000,10/17/2016,00T9000003Brb7V,0039000000LmCzR
Email: Surgical Mission in Dipolog,1 Email,HKD,75000,2/7/2017,00T9000003QUuia,0039000000LmCzR
? Email: See you next Monday!,1 Email,HKD,14500,10/21/2016,00T9000003Df6Jv,0039000001cxdzK
? Email: Inviting you to ICM Annual Banquet - Oct 24,1 Email,HKD,14500,7/13/2016,00T9000002wWDcE,0039000001cxdzK
"? Email: ICM Banquet One Week Away! - Oct 24, Monday",1 Email,HKD,14500,10/18/2016,00T9000003Breei,0039000001cxdzK
Email: These families are Transformed!,1 Email,HKD,0,2/16/2017,00T9000003RPS35,0039000001fRUUN
Email: Re: Happy Christmas,1 Email,HKD,0,1/3/2017,00T9000003LnTTi,0039000001fRUUN
Email: Re: Stories of 3 HOPE Transform communities,1 Email,HKD,0,11/7/2016,00T9000003Eq1gL,0039000001fRUUN
Email: An update from the Philippines!,1 Email,HKD,0,6/17/2016,00T9000002rHoI4,0039000001fRUUN
Email: Thank you for your support,1 Email,HKD,0,3/14/2017,00T9000003UfDmx,0039000001fRUUN
Email: Re: An update from the Philippines!,1 Email,HKD,0,9/6/2016,00T90000036Wnej,0039000001fRUUN
Email: Fwd: Official Receipt from International Care Ministries,1 Email,HKD,0,3/16/2017,00T9000003VQWMy,0039000001fRUUN
Email: Re: An update from the Philippines!,1 Email,HKD,0,9/15/2016,00T90000036aLhY,0039000001fRUUN
Email: Re: An update from the Philippines!,1 Email,HKD,0,9/22/2016,00T900000310nPg,0039000001fRUUN
Mailed 10 Thank you cards and magnets,2 Mail,HKD,0,9/21/2016,00T900000310nVK,0039000001fRUUN
? Email: Thank You,1 Email,HKD,65166,10/26/2016,00T9000003Dgrtk,0039000000Igvkg
? Email: Thank You,1 Email,HKD,65166,10/26/2016,00T9000003Dgrta,0039000000Igvkg
? Email: Re: May 6th,1 Email,HKD,65166,4/26/2017,00T9000003a6gNq,0039000000Igvkg
"? Email: Re: This is lovely and encouraging, let's be praying for IVY!",1 Email,HKD,23855,3/23/2017,00T9000003WBrUL,0039000001kGWii
? Email: Thank you!,1 Email,HKD,23855,10/25/2016,00T9000003Dg8uE,0039000001kGWii
? Email: ICM Christmas Cocktail - Dec 7,1 Email,HKD,23855,12/3/2016,00T9000003J8X8D,0039000001kGWii
? Email: 2016 ICM Annual Banquet - Oct 24,1 Email,HKD,23855,8/31/2016,00T90000034CDLH,0039000001kGWii
? Email: Re: ICM Banquet and others,1 Email,HKD,23855,10/6/2016,00T9000003AJBVH,0039000001kGWii
? Email: Re: Save the date - ICM Annual Banquet: October 24,1 Email,HKD,23855,10/6/2016,00T9000003AJ9NF,0039000001kGWii
? Email: ICM Hong Kong Banquet - celebrating 25th anniversary,1 Email,HKD,23855,3/20/2017,00T9000003VT7ZN,0039000001kGWii
? Email: Pre-Banquet Information and Guest Registration,1 Email,HKD,23855,9/23/2016,00T900000311snB,0039000001kGWii
? Email: Re: Save the date - ICM Annual Banquet: October 24,1 Email,HKD,23855,10/4/2016,00T9000003AI4Ct,0039000001kGWii
? Email: Fwd: Surgical Mission in Dipolog,1 Email,HKD,23855,2/8/2017,00T9000003QVb3H,0039000001kGWii
? Email: Have a great trip!,1 Email,HKD,23855,6/1/2016,00T9000002pUWFy,0039000001kGWii
? Email: ICM Banquet A Week Away - seating arrangement,1 Email,HKD,23855,10/17/2016,00T9000003BrdfT,0039000001kGWii
? Email: Fwd: Surgical Mission in Dipolog,1 Email,HKD,23855,2/8/2017,00T9000003QVayB,0039000001kGWii
? Email: Re: visiting ICM,1 Email,HKD,23855,10/31/2016,00T9000003EnTiI,0039000001kGWii
? Email: ICM table,1 Email,HKD,13400,10/13/2016,00T9000003Bq52s,0039000001xVF4S
Email: Re: Young Life Dumaguete Budget,1 Email,HKD,13400,2/6/2017,00T9000003QUNi0,0039000001xVF4S
Email: 170501 - Young Life - Expense Report,1 Email,HKD,13400,4/25/2017,00T9000003a69jm,0039000001xVF4S
? Email: Re: Donor Development,1 Email,HKD,0,8/19/2016,00T90000032JEyN,0039000001xVF5L
? Email: Re: Donor Development,1 Email,HKD,0,8/19/2016,00T90000032JEyD,0039000001xVF5L
? Email: Re: Evite for the Wotherspoons,1 Email,HKD,0,7/25/2016,00T9000002yTaVQ,0039000001xVF5L
? Email: Looking forward to seeing you all tomorrow,1 Email,HKD,0,3/16/2017,00T9000003VRC6R,0039000000np261
Email: Fwd: 170302 - Kellett - Registration,1 Email,HKD,0,1/10/2017,00T9000003N8AKT,0039000000np261
Email: Re: 170302 - Kellett - Registration,1 Email,HKD,0,1/12/2017,00T9000003N9ee5,0039000000np261
Email: Re: 170302 - Kellett - Registration,1 Email,HKD,0,1/12/2017,00T9000003N9ndw,0039000000np261
Email: 170302 - Kellett 2017 - Expense Report,1 Email,HKD,0,2/14/2017,00T9000003RNWBp,0039000000np261
? Email: Banquet thanks,1 Email,HKD,248845,10/25/2016,00T9000003Dg3IR,0039000001kHkee
? Email: Banquet thanks,1 Email,HKD,248845,10/25/2016,00T9000003Dg2ls,0039000001kHkee
? Email: Banquet thanks,1 Email,HKD,248845,10/25/2016,00T9000003Dg32E,0039000001kHkee
? Email: Re: Monica Vinader,1 Email,HKD,248845,5/2/2017,00T9000003aekev,0039000001kHkee
? Email: Re: ICM shopping event update,1 Email,HKD,248845,11/25/2016,00T9000003HWhPA,0039000001kHkee
? Email: Re: S.Nine x ICM Event,1 Email,HKD,248845,11/18/2016,00T9000003HULlj,0039000001kHkee
? Email: Re: S.Nine x ICM Event,1 Email,HKD,248845,11/14/2016,00T9000003GR4kB,0039000001kHkee
? Email: Early bird banquet table discount,1 Email,HKD,248845,4/25/2017,00T9000003a65z4,0039000001kHkee
? Email: Re: Early bird banquet table discount,1 Email,HKD,248845,4/25/2017,00T9000003a67IK,0039000001kHkee
? Email: Re: Early bird banquet table discount,1 Email,HKD,248845,4/25/2017,00T9000003a67Fo,0039000001kHkee
? Email: Re: Adopt a patient update and plan for January,1 Email,HKD,248845,12/13/2016,00T9000003KHB1I,0039000001kHkee
? Email: Re: Adopt a patient update and plan for January,1 Email,HKD,248845,12/14/2016,00T9000003KHgvp,0039000001kHkee
? Email: Adopt a patient update and plan for January,1 Email,HKD,248845,12/7/2016,00T9000003J9shQ,0039000001kHkee
? Email: Re: Adopt a patient update and plan for January,1 Email,HKD,248845,12/7/2016,00T9000003JA1ou,0039000001kHkee
? Email: HUGE thanks,1 Email,HKD,248845,12/2/2016,00T9000003J8MJ5,0039000001kHkee
? Email: Thank You,1 Email,HKD,248845,10/25/2016,00T9000003Dg7e0,0039000001kHkee
? Email: Thank You,1 Email,HKD,248845,10/26/2016,00T9000003DgmHx,0039000001kHkee
? Email: Thank You,1 Email,HKD,248845,10/26/2016,00T9000003DgmBg,0039000001kHkee
? Email: Hello,1 Email,HKD,248845,8/25/2016,00T90000034ARXl,0039000001kHkee
? Email: Susanna Soo,1 Email,HKD,248845,11/21/2016,00T9000003HV0Va,0039000001kHkee
? Email: Re: FW: Night of Stars Christmas Cocktail,1 Email,HKD,248845,11/21/2016,00T9000003HUrUE,0039000001kHkee
? Email: You Are Invited to a Springboard Luncheon,1 Email,HKD,248845,8/4/2016,00T90000030MGVp,0039000001kHkee
? Email: You Are Invited to a Springboard Luncheon,1 Email,HKD,248845,8/4/2016,00T90000030MFnX,0039000001kHkee
? Email: Saturday BBQ,1 Email,HKD,248845,8/10/2016,00T900000315jF8,0039000001kHkee
? Email: Re: Saturday BBQ,1 Email,HKD,248845,8/11/2016,00T90000032FzBm,0039000001kHkee
? Email: Re: Family Academy 2017-2018,1 Email,HKD,248845,3/7/2017,00T9000003Tpd0t,0039000001kHkee
? Email: Fwd: Affordable Art Guest List,1 Email,HKD,248845,12/13/2016,00T9000003KHHXD,0039000001kHkee
? Email: Fwd: Affordable Art Guest List,1 Email,HKD,248845,12/13/2016,00T9000003KHHWU,0039000001kHkee
? Email: Fwd: Affordable Art Guest List,1 Email,HKD,248845,12/13/2016,00T9000003KHHYG,0039000001kHkee
? Email: Fwd: Affordable Art Guest List,1 Email,HKD,248845,12/13/2016,00T9000003KHFFO,0039000001kHkee
? Email: Re: ICM Trip,1 Email,HKD,248845,6/13/2016,00T9000002rFtXz,0039000001kHkee
? Email: Thank You!,1 Email,HKD,248845,6/2/2016,00T9000002pUwu2,0039000001kHkee
? Email: Springboard Luncheon Update,1 Email,HKD,248845,9/7/2016,00T90000036XDBT,0039000001kHkee
Deliver Transform TY Cards,4 Meeting,HKD,248845,7/15/2016,00T9000002g2Vh5,0039000001kHkee
? Email: Medical Mercy Report,1 Email,HKD,248845,7/19/2016,00T9000002wYFHd,0039000001kHkee
? Email: (no subject),1 Email,HKD,248845,11/10/2016,00T9000003GPxww,0039000001kHkee
? Email: Re: CE for Chi Heng Foundation,1 Email,HKD,248845,9/29/2016,00T9000003AGbRt,0039000001kHkee
? Email: Fwd: Fw: CE for Chi Heng Foundation,1 Email,HKD,248845,9/29/2016,00T9000003AGXYG,0039000001kHkee
? Email: Updates at ICM and HKIS!,1 Email,HKD,248845,5/5/2017,00T9000003awVyj,0039000001kHkee
? Email: Re: Thank you,1 Email,HKD,248845,10/25/2016,00T9000003Dg8Xi,0039000001kHkee
? Email: Re: ICM,1 Email,HKD,248845,6/20/2016,00T9000002rIEhr,0039000001kHkee
? Email: Fwd: Kids Camp is coming up soon!,1 Email,HKD,248845,2/6/2017,00T9000003QUIEo,0039000001kHkee
? Email: ICM Banquet - Table Host notes,1 Email,HKD,248845,9/27/2016,00T9000003AFR6E,0039000001kHkee
? Email: Re: Reminder: (Wed) Feb 22nd - ICM Education Strategy Focus Group Discussion,1 Email,HKD,248845,2/20/2017,00T9000003SNsUl,0039000001kHkee
? Email: Reminder: (Wed) Feb 22nd - ICM Education Strategy Focus Group Discussion,1 Email,HKD,248845,2/20/2017,00T9000003SNpBb,0039000001kHkee
? Email: CIS Fair,1 Email,HKD,248845,11/10/2016,00T9000003GQ557,0039000001kHkee
? Email: Re: Kindergarten / Banquet (0010023-0027467),1 Email,HKD,248845,7/27/2016,00T9000002yUW4M,0039000001kHkee
? Email: Fwd: First Week of School!,1 Email,HKD,248845,7/27/2016,00T9000002yUYW8,0039000001kHkee
? Email: Re: Kindergarten / Banquet (0010023-0027467),1 Email,HKD,248845,7/27/2016,00T9000002yUYJJ,0039000001kHkee
? Email: Re: Grant,1 Email,HKD,248845,7/27/2016,00T9000002yUTpX,0039000001kHkee
? Email: Re: Grant,1 Email,HKD,248845,7/28/2016,00T9000002yUyVY,0039000001kHkee
? Email: CLSA grant,1 Email,HKD,248845,7/28/2016,00T9000002yUybH,0039000001kHkee
? Email: Re: A&O Trip August (0010023-0027467),1 Email,HKD,248845,8/1/2016,00T90000030JLzQ,0039000001kHkee
? Email: 20th floor reminders,1 Email,HKD,248845,8/4/2016,00T90000030MDpC,0039000001kHkee
? Email: Re: RE: Korea Impact Opportunity,1 Email,HKD,248845,3/6/2017,00T9000003TollD,0039000001kHkee
? Email: Re: Coffee meeting?,1 Email,HKD,248845,1/18/2017,00T9000003O5IbK,0039000001kHkee
? Email: Cebu Pre-trip meetup,1 Email,HKD,248845,1/18/2017,00T9000003O5JyM,0039000001kHkee
? Email: Re: Saturday BBQ,1 Email,HKD,248845,8/18/2016,00T90000032IYkf,0039000001kHkee
? Email: The Future of ICM's Education Program,1 Email,HKD,248845,1/9/2017,00T9000003N7kSX,0039000001kHkee
? Email: Re: ICM Education Program - summary,1 Email,HKD,248845,4/21/2017,00T9000003ZBnBk,0039000001kHkee
? Email: Re: Apple shares from Terry and Grace Ting,1 Email,HKD,248845,5/8/2017,00T9000003axtMW,0039000001kHkee
? Email: Re: Apple shares from Terry and Grace Ting,1 Email,HKD,248845,5/8/2017,00T9000003axtM7,0039000001kHkee
? Email: Re: Fwd: Jumpstart Review Meeting,1 Email,HKD,248845,2/13/2017,00T9000003RMwhE,0039000001kHkee
? Email: ICM,1 Email,HKD,248845,6/16/2016,00T9000002rHT5j,0039000001kHkee
? Email: ICM Banquet 2016,1 Email,HKD,248845,8/29/2016,00T90000034BEdn,0039000001kHkee
? Email: ICM Grad - April 3,1 Email,HKD,248845,3/13/2017,00T9000003Ue9Mh,0039000001kHkee
? Email: Some updates,1 Email,HKD,248845,5/12/2017,00T9000003blb9s,0039000001kHkee
? Email: ICM Choir in Hong Kong - Oct 21-25,1 Email,HKD,248845,8/30/2016,00T90000034BnhI,0039000001kHkee
? Email: ICM Banquet - October 24th,1 Email,HKD,248845,8/24/2016,00T900000349o86,0039000001kHkee
? Email: Re: Invite,1 Email,HKD,248845,9/6/2016,00T90000036WVJH,0039000001kHkee
? Email: Thank you,1 Email,HKD,248845,2/13/2017,00T9000003RMhyR,0039000001kHkee
? Email: Fwd: Volunteers for 2016 ICM Banquet,1 Email,HKD,248845,9/19/2016,00T90000038Ujwl,0039000001kHkee
? Email: Grad trip,1 Email,HKD,248845,3/20/2017,00T9000003VT1lK,0039000001kHkee
? Email: Re: Update on bus rental for Gearys,1 Email,HKD,248845,9/21/2016,00T900000310HBX,0039000001kHkee
? Email: Bata Kindergarten,1 Email,HKD,248845,9/23/2016,00T900000311qfS,0039000001kHkee
? Email: Kindergarten update and Eva strategy,1 Email,HKD,248845,9/23/2016,00T900000311pTI,0039000001kHkee
? Email: Re: Skip-A-Trip coffee meeting: Oct 5 10AM,1 Email,HKD,248845,9/27/2016,00T9000003AFXWK,0039000001kHkee
? Email: ICM Banquet - seating arrangement,1 Email,HKD,248845,10/17/2016,00T9000003Brb0j,0039000001kHkee
? Email: Luncheon - Oct 25,1 Email,HKD,248845,10/19/2016,00T9000003DdarI,0039000001kHkee
"Transform, meet June",4 Meeting,HKD,248845,9/28/2016,00T9000002umqUP,0039000001kHkee
? Email: Re: Question before we meet,1 Email,HKD,248845,11/30/2016,00T9000003J744U,0039000001kHkee
? Email: Re: ICM unpaid internship,1 Email,HKD,248845,4/11/2017,00T9000003YUKck,0039000001kHkee
? Email: Re: ICM unpaid internship,1 Email,HKD,248845,4/11/2017,00T9000003YUQWb,0039000001kHkee
"? Email: Re: Invitation: Swing Dancing @ Wed Nov 16, 2016 8:30pm - 10pm (june.kim@caremin.com)",1 Email,HKD,248845,11/3/2016,00T9000003Eosbw,0039000001kHkee
? Email: ICM Pastors,1 Email,HKD,248845,1/11/2017,00T9000003N8vA4,0039000001kHkee
? Email: Meeting with Macquarie Foundation,1 Email,HKD,248845,9/12/2016,00T90000036Yh38,0039000001kHkee
? Email: Re: Thank you for bringing hope to these communities,1 Email,HKD,248845,9/26/2016,00T900000312JXD,0039000001kHkee
? Email: Re: Meeting with Macquarie Foundation,1 Email,HKD,248845,9/13/2016,00T90000036Z5bP,0039000001kHkee
? Email: Re: ICM Banquet thanks,1 Email,HKD,21480,2/28/2017,00T9000003T0b5Z,0039000001kHkeJ
? Email: SALT ~ ICM ~ Night of Prayer,1 Email,HKD,21480,1/11/2017,00T9000003N93Lv,0039000001kHkeJ
? Email: ICM Banquet thanks,1 Email,HKD,21480,10/27/2016,00T9000003EmVoJ,0039000001kHkeJ
"? Email: Re: Ram Mallari - ""Andromeda"" - 213",1 Email,HKD,2182801,10/26/2016,00T9000003Dgk1h,0039000001kHkeL
? Email: Re: Table seat orientation,1 Email,HKD,2182801,10/20/2016,00T9000003Dee13,0039000001kHkeL
? Email: Re: Email Address Error,1 Email,HKD,2182801,10/23/2016,00T9000003DfQV0,0039000001kHkeL
? Email: Re: Ysa and Eman,1 Email,HKD,2182801,10/23/2016,00T9000003DfQdm,0039000001kHkeL
? Email: Re: Nov 23 dinner.xlsx - Summary of invites / responses / photos,1 Email,HKD,2182801,11/15/2016,00T9000003GRbly,0039000001kHkeL
? Email: Table Arrangements,1 Email,HKD,2182801,10/31/2016,00T9000003EnORm,0039000001kHkeL
? Email: Springboard Luncheon,1 Email,HKD,2182801,8/4/2016,00T90000030MEgB,0039000001kHkeL
? Email: Uncle KT's memorial fund donations,1 Email,HKD,2182801,3/7/2017,00T9000003Tpo16,0039000001kHkeL
? Email: Re: May 6th,1 Email,HKD,2182801,4/26/2017,00T9000003a6gNq,0039000001kHkeL
? Email: Re: Contact info of Joe Walsh | Ram Mallari in Art Kaohsiung 2016,1 Email,HKD,2182801,12/8/2016,00T9000003JAWem,0039000001kHkeL
? Email: Re: Contact info of Joe Walsh | Ram Mallari in Art Kaohsiung 2016,1 Email,HKD,2182801,12/8/2016,00T9000003JAWew,0039000001kHkeL
Lunch,4 Meeting,HKD,2182801,6/15/2016,00T9000002rGfFk,0039000001kHkeL
? Email: Re: October 24,1 Email,HKD,2182801,10/5/2016,00T9000003AIhNa,0039000001kHkeL
? Email: Re: Guest List and Banquet Details,1 Email,HKD,2182801,10/18/2016,00T9000003DcxxC,0039000001kHkeL
? Email: ICM Banquet Guests,1 Email,HKD,2182801,10/18/2016,00T9000003Dd5ib,0039000001kHkeL
? Email: Re: Thank you,1 Email,HKD,2182801,5/5/2017,00T9000003awZjR,0039000001kHkeL
? Email: Re: ICM Banquet Guests,1 Email,HKD,2182801,10/19/2016,00T9000003DdWaU,0039000001kHkeL
? Email: Re: ICM Banquet Guests,1 Email,HKD,2182801,10/19/2016,00T9000003DdWZq,0039000001kHkeL
? Email: Re: ICM Banquet Guests,1 Email,HKD,2182801,10/19/2016,00T9000003DdWAl,0039000001kHkeL
TF15 B3 TY cards and photo magnets,4 Meeting,HKD,2182801,6/3/2016,00T9000002nhfyA,0039000001kHkeL
? Email: Re: Pickup for Dave and Deanna 7:55pm Sat July 2,1 Email,HKD,2182801,6/30/2016,00T9000002ul7uA,0039000001kHkeL
? Email: Pickup for Dave and Deanna 7:55pm Sat July 2,1 Email,HKD,2182801,6/30/2016,00T9000002ul2Rb,0039000001kHkeL
"? Email: Re: Transportation for Dave S 4pm Wed, July 27",1 Email,HKD,2182801,7/26/2016,00T9000002yU4Eb,0039000001kHkeL
"? Email: Re: Transportation for Dave S 4pm Wed, July 27",1 Email,HKD,2182801,7/26/2016,00T9000002yU4by,0039000001kHkeL
"? Email: Re: Transportation for Dave S 4pm Wed, July 27",1 Email,HKD,2182801,7/26/2016,00T9000002yU4aR,0039000001kHkeL
? Email: Re: Landa,1 Email,HKD,2182801,7/19/2016,00T9000002wYMDH,0039000001kHkeL
? Email: Transportation for David Sutherland,1 Email,HKD,2182801,8/12/2016,00T90000032GR3E,0039000001kHkeL
? Email: Re: sculpture stands,1 Email,HKD,2182801,8/15/2016,00T90000032Gvp6,0039000001kHkeL
? Email: Re: sculpture stands,1 Email,HKD,2182801,8/15/2016,00T90000032Guuq,0039000001kHkeL
? Email: David Sutherland visiting Manila Thu - Sat,1 Email,HKD,2182801,8/31/2016,00T90000034CHIy,0039000001kHkeL
? Email: Re: Delivery of lightboxes,1 Email,HKD,2182801,8/31/2016,00T90000034CIP0,0039000001kHkeL
? Email: David Sutherland visiting Manila Thu - Sat,1 Email,HKD,2182801,8/31/2016,00T90000034CHIP,0039000001kHkeL
? Email: Delivery of lightboxes,1 Email,HKD,2182801,8/31/2016,00T90000034CHPW,0039000001kHkeL
"? Email: Transportation for Dave S 4pm Wed, July 27",1 Email,HKD,2182801,7/26/2016,00T9000002yU2f6,0039000001kHkeL
? Email: Pickup for Deanna,1 Email,HKD,2182801,6/1/2016,00T9000002pUbwd,0039000001kHkeL
? Email: Re: Pickup for Deanna,1 Email,HKD,2182801,6/1/2016,00T9000002pUcIB,0039000001kHkeL
? Email: Re: Pickup for Deanna,1 Email,HKD,2182801,6/1/2016,00T9000002pUcC9,0039000001kHkeL
? Email: Re: More Checks,1 Email,HKD,2182801,10/26/2016,00T9000003Dgm9Z,0039000001kHkeL
? Email: Re: More Checks,1 Email,HKD,2182801,10/26/2016,00T9000003DgnO7,0039000001kHkeL
? Email: ICM Jumpstart - Naomi Kindergarten,1 Email,HKD,2182801,9/27/2016,00T9000003AFPhk,0039000001kHkeL
? Email: Re: Banquet Host - details!,1 Email,HKD,2182801,9/27/2016,00T9000003AFTVT,0039000001kHkeL
? Email: Catch up?,1 Email,HKD,2182801,11/15/2016,00T9000003GRWqx,0039000001kHkeL
Email: Re: Banquet tables,1 Email,HKD,2182801,7/27/2016,00T9000002yUUUB,0039000001kHkeL
? Email: Banquet tables,1 Email,HKD,2182801,7/27/2016,00T9000002yUT7p,0039000001kHkeL
? Email: Re: Banquet tables,1 Email,HKD,2182801,7/27/2016,00T9000002yUUTI,0039000001kHkeL
? Email: BOA trip - Oct 14-16,1 Email,HKD,2182801,8/18/2016,00T90000032IX9T,0039000001kHkeL
? Email: Re: BOA trip - Oct 14-16,1 Email,HKD,2182801,8/18/2016,00T90000032IYbJ,0039000001kHkeL
? Email: Re: Banquet tables,1 Email,HKD,2182801,8/18/2016,00T90000032IRa8,0039000001kHkeL
? Email: The Future of ICM's Education Program,1 Email,HKD,2182801,1/9/2017,00T9000003N7kSX,0039000001kHkeL
? Email: Banquet Host - details!,1 Email,HKD,2182801,9/26/2016,00T900000312NBn,0039000001kHkeL
? Email: Re: Banquet Host - details!,1 Email,HKD,2182801,9/27/2016,00T9000003AFUEE,0039000001kHkeL
? Email: Re: Banquet Host - details!,1 Email,HKD,2182801,9/27/2016,00T9000003AFWv7,0039000001kHkeL
? Email: Affordable heART Online Catalog Launch Today!,1 Email,HKD,2182801,12/15/2016,00T9000003KI8vJ,0039000001kHkeL
? Email: Fwd: Testimony,1 Email,HKD,2182801,1/3/2017,00T9000003Lnd1g,0039000001kHkeL
? Email: ICM pastors lunch hosted by Union,1 Email,HKD,131300,11/30/2016,00T9000003J70ya,0039000001kHkeS
